id,label,node_type
Al Ittihad newspaper,Al Ittihad newspaper,Entity
government infrastructure projects,government infrastructure projects,Entity
legislative environment,legislative environment,Entity
Emirates Council for Competitiveness,Emirates Council for Competitiveness,Entity
economic policy during global financial crisis,economic policy during global financial crisis,Entity
foreign investment withdrawal from UAE,foreign investment withdrawal from UAE,Entity
Gulf News,Gulf News,Entity
Duraid Al Baik,Duraid Al Baik,Entity
Al Bayan newspaper,Al Bayan newspaper,Entity
unified GCC currency on UAE economy,unified GCC currency on UAE economy,Entity
women's experience in administrative and legislative roles,women's experience in administrative and legislative roles,Entity
doctors' professional competencies and healthcare services,doctors' professional competencies and healthcare services,Entity
federal financial systems and federalism,federal financial systems and federalism,Entity
UAE economic performance in financial crisis,UAE economic performance in financial crisis,Entity
foreign labor rights in UAE,foreign labor rights in UAE,Entity
international media outlets,international media outlets,Entity
G-20 and International Monetary Fund decisions,G-20 and International Monetary Fund decisions,Entity
Sheikh Khalifa bin Zayed Al Nahyan,Sheikh Khalifa bin Zayed Al Nahyan,Entity
State Audit Institution,State Audit Institution,Entity
Dubai Financial Audit Department,Dubai Financial Audit Department,Entity
real estate development project,real estate development project,Entity
Israeli experts,Israeli experts,Entity
Israeli companies,Israeli companies,Entity
Bill Hamilton,Bill Hamilton,Entity
Clarence Thomas,Clarence Thomas,Entity
International Energy Agency,International Energy Agency,Entity
Greenwich,Greenwich,Entity
Susan Berman,Susan Berman,Entity
political operation leadership,political operation leadership,Entity
film scene from The Wild Bunch,film scene from The Wild Bunch,Entity
private conversation,private conversation,Entity
Ken Starr,Ken Starr,Entity
unknown person B (HOUSE_OVERSIGHT_025445),unknown person B (HOUSE_OVERSIGHT_025445),Entity
unknown recipient,unknown recipient,Entity
unknown person B (HOUSE_OVERSIGHT_025454),unknown person B (HOUSE_OVERSIGHT_025454),Entity
unknown person B (HOUSE_OVERSIGHT_025457),unknown person B (HOUSE_OVERSIGHT_025457),Entity
Darren K. Indyke,Darren K. Indyke,Entity
film cast,film cast,Entity
financial sector migration concerns,financial sector migration concerns,Entity
government sensitivity,government sensitivity,Entity
unknown person B (HOUSE_OVERSIGHT_025490),unknown person B (HOUSE_OVERSIGHT_025490),Entity
email recipient,email recipient,Entity
helicopter crash incident,helicopter crash incident,Entity
helicopter pilot incident,helicopter pilot incident,Entity
Singapore's Monetary Authority of Singapore,Singapore's Monetary Authority of Singapore,Entity
People's Bank of China,People's Bank of China,Entity
Russia's Central Bank,Russia's Central Bank,Entity
Sweden's Riksbank,Sweden's Riksbank,Entity
Ecuador's Banco Central,Ecuador's Banco Central,Entity
Michael D. Cohen,Michael D. Cohen,Entity
Sean Hannity,Sean Hannity,Entity
Philip Kafka,Philip Kafka,Entity
Jane Doe (HOUSE_OVERSIGHT_025939) (HOUSE_OVERSIGHT_025939),Jane Doe (HOUSE_OVERSIGHT_025939) (HOUSE_OVERSIGHT_025939),Entity
Michael Wolff,Michael Wolff,Entity
1Q17 financial statements,1Q17 financial statements,Entity
Kuwait,Kuwait,Entity
recipients of communication,recipients of communication,Entity
meeting arrangement,meeting arrangement,Entity
jeevacation@gmail.com,jeevacation@gmail.com,Entity
plaintiff,plaintiff,Entity
third incident participants,third incident participants,Entity
cognitive and motor development differences,cognitive and motor development differences,Entity
gender differences in cognitive motivation and achievement,gender differences in cognitive motivation and achievement,Entity
ethnic and cultural patterns in cognition and authority relations,ethnic and cultural patterns in cognition and authority relations,Entity
Avram Noam Chomsky,Avram Noam Chomsky,Entity
music traditions,music traditions,Entity
request-confirmation networks,request-confirmation networks,Entity
unknown person B (HOUSE_OVERSIGHT_026407),unknown person B (HOUSE_OVERSIGHT_026407),Entity
brain layer timing and racial cognitive differences,brain layer timing and racial cognitive differences,Entity
learning directives and adaptive strategies,learning directives and adaptive strategies,Entity
unknown person B (HOUSE_OVERSIGHT_026414),unknown person B (HOUSE_OVERSIGHT_026414),Entity
racial differences in cognitive and motor development,racial differences in cognitive and motor development,Entity
gender-based motivational differences in learning,gender-based motivational differences in learning,Entity
music structure to neural layer organization,music structure to neural layer organization,Entity
third-party presidential candidacy in 2020,third-party presidential candidacy in 2020,Entity
"Joe Biden, Mitt Romney, Bill Gates, John Hogan, Michael Bloomberg, Nikki Haley, Howard Schultz, Bob Corker, Sheryl Sandberg, John Kasich","Joe Biden, Mitt Romney, Bill Gates, John Hogan, Michael Bloomberg, Nikki Haley, Howard Schultz, Bob Corker, Sheryl Sandberg, John Kasich",Entity
first independent presidential election victory in 168 years,first independent presidential election victory in 168 years,Entity
third-party presidential campaign,third-party presidential campaign,Entity
"swing states (Florida, Pennsylvania, Wisconsin, Michigan)","swing states (Florida, Pennsylvania, Wisconsin, Michigan)",Entity
media and entertainment production,media and entertainment production,Entity
"Social Security, Medicare, healthcare reform, climate change, campaign finance reform, gerrymandering, infrastructure","Social Security, Medicare, healthcare reform, climate change, campaign finance reform, gerrymandering, infrastructure",Entity
single four-year presidential term,single four-year presidential term,Entity
unknown recipients,unknown recipients,Entity
presidential candidate,presidential candidate,Entity
50-state ballot access,50-state ballot access,Entity
voter participation and verification,voter participation and verification,Entity
email disclaimer and copyright notice,email disclaimer and copyright notice,Entity
ongoing relationship with player 2,ongoing relationship with player 2,Entity
American Ambassador,American Ambassador,Entity
jeeyacation@gmail.com,jeeyacation@gmail.com,Entity
social media tweets,social media tweets,Entity
six local police officers,six local police officers,Entity
Barbro C. Ehnbom,Barbro C. Ehnbom,Entity
United States White House,United States White House,Entity
grassroots recipients,grassroots recipients,Entity
Continental European sovereign funds,Continental European sovereign funds,Entity
Germany's financial market attractiveness,Germany's financial market attractiveness,Entity
sovereign investor geographic allocation data,sovereign investor geographic allocation data,Entity
sovereign wealth fund investment strategies,sovereign wealth fund investment strategies,Entity
home market investment trends,home market investment trends,Entity
geographic concentration risks in sovereign allocations,geographic concentration risks in sovereign allocations,Entity
future shifts in sovereign investment focus,future shifts in sovereign investment focus,Entity
Child Exploitation and Obscenity Section,Child Exploitation and Obscenity Section,Entity
John Roth,John Roth,Entity
defendant in Violence Against Women Act case,defendant in Violence Against Women Act case,Entity
domestic violence and federal child support cases,domestic violence and federal child support cases,Entity
increasing real estate allocations,increasing real estate allocations,Entity
leveraged real estate participation,leveraged real estate participation,Entity
real estate value chain participation,real estate value chain participation,Entity
sovereign wealth funds,sovereign wealth funds,Entity
fixed income to real estate,fixed income to real estate,Entity
31 sovereign investors,31 sovereign investors,Entity
parcel sorting facility,parcel sorting facility,Entity
piano,piano,Entity
US-China trade relationship and economic concerns,US-China trade relationship and economic concerns,Entity
five major US concerns regarding China,five major US concerns regarding China,Entity
unknown person B (HOUSE_OVERSIGHT_026890),unknown person B (HOUSE_OVERSIGHT_026890),Entity
United States Congress or government officials,United States Congress or government officials,Entity
China's market access practices,China's market access practices,Entity
intellectual property rights,intellectual property rights,Entity
Chinese industrial espionage and cyber theft,Chinese industrial espionage and cyber theft,Entity
Islamic Revolutionary Guard Corps,Islamic Revolutionary Guard Corps,Entity
United Arab Emirates,United Arab Emirates,Entity
Iraq,Iraq,Entity
United States Embassy,United States Embassy,Entity
Jonathan Farkas,Jonathan Farkas,Entity
Tarek El Sayed,Tarek El Sayed,Entity
Robert Breslin,Robert Breslin,Entity
James Bartakowski,James Bartakowski,Entity
Bruce Jafahri,Bruce Jafahri,Entity
conversation_participants,conversation_participants,Entity
C Everett Koop,C Everett Koop,Entity
unknown person B (HOUSE_OVERSIGHT_027146),unknown person B (HOUSE_OVERSIGHT_027146),Entity
Bernard J. Tyson,Bernard J. Tyson,Entity
professional_qualification_comparison,professional_qualification_comparison,Entity
unknown person B (HOUSE_OVERSIGHT_027151),unknown person B (HOUSE_OVERSIGHT_027151),Entity
email participants,email participants,Entity
AIDS policy,AIDS policy,Entity
Bill Gates,Bill Gates,Entity
Lawrence Summers,Lawrence Summers,Entity
Melinda Gates,Melinda Gates,Entity
encryption and health privacy,encryption and health privacy,Entity
speaking engagement,speaking engagement,Entity
unknown person B (HOUSE_OVERSIGHT_027182),unknown person B (HOUSE_OVERSIGHT_027182),Entity
unknown person B (HOUSE_OVERSIGHT_027186),unknown person B (HOUSE_OVERSIGHT_027186),Entity
recipients,recipients,Entity
unknown person B (HOUSE_OVERSIGHT_027191),unknown person B (HOUSE_OVERSIGHT_027191),Entity
unknown person B (HOUSE_OVERSIGHT_027192),unknown person B (HOUSE_OVERSIGHT_027192),Entity
welfare payments,welfare payments,Entity
Arianna Huffington's THRIVE organization,Arianna Huffington's THRIVE organization,Entity
Arianna Huffington,Arianna Huffington,Entity
unknown person B (HOUSE_OVERSIGHT_027196),unknown person B (HOUSE_OVERSIGHT_027196),Entity
Paris,Paris,Entity
Modi,Modi,Entity
Bill Burns,Bill Burns,Entity
unknown person B (HOUSE_OVERSIGHT_027231),unknown person B (HOUSE_OVERSIGHT_027231),Entity
MIT Media Lab,MIT Media Lab,Entity
unknown person B (HOUSE_OVERSIGHT_027237),unknown person B (HOUSE_OVERSIGHT_027237),Entity
unknown person B (HOUSE_OVERSIGHT_027333) (HOUSE_OVERSIGHT_027333),unknown person B (HOUSE_OVERSIGHT_027333) (HOUSE_OVERSIGHT_027333),Entity
Po,Po,Entity
Tom Pritzker,Tom Pritzker,Entity
Nazi historical events and propaganda,Nazi historical events and propaganda,Entity
confirmation hearing scenario,confirmation hearing scenario,Entity
China policy,China policy,Entity
unknown person B (HOUSE_OVERSIGHT_027436),unknown person B (HOUSE_OVERSIGHT_027436),Entity
malicious prosecution settlement,malicious prosecution settlement,Entity
statement regarding settlement,statement regarding settlement,Entity
documentary film,documentary film,Entity
James Watson,James Watson,Entity
Woody Allen,Woody Allen,Entity
documentary film project,documentary film project,Entity
"Tucson, Arizona","Tucson, Arizona",Entity
New Mexico property,New Mexico property,Entity
filming and France meeting,filming and France meeting,Entity
Bill Barr appointment,Bill Barr appointment,Entity
Nick's disclosure issue and Trump viability,Nick's disclosure issue and Trump viability,Entity
"Meadows, Bossie, and Lighthizer","Meadows, Bossie, and Lighthizer",Entity
Belgium,Belgium,Entity
"France, United Kingdom, and Morocco","France, United Kingdom, and Morocco",Entity
European political landscape and right-wing movements,European political landscape and right-wing movements,Entity
message recipient,message recipient,Entity
trusted associate,trusted associate,Entity
unknown person B (HOUSE_OVERSIGHT_027579),unknown person B (HOUSE_OVERSIGHT_027579),Entity
White House administration,White House administration,Entity
British pound and Brexit,British pound and Brexit,Entity
unrestricted warfare American style,unrestricted warfare American style,Entity
unknown person B (HOUSE_OVERSIGHT_027627),unknown person B (HOUSE_OVERSIGHT_027627),Entity
flight departure time,flight departure time,Entity
1 PM flight departure time,1 PM flight departure time,Entity
film material,film material,Entity
unknown person B (HOUSE_OVERSIGHT_027741),unknown person B (HOUSE_OVERSIGHT_027741),Entity
Michael Wolff's book Siege,Michael Wolff's book Siege,Entity
unknown person B (HOUSE_OVERSIGHT_027769),unknown person B (HOUSE_OVERSIGHT_027769),Entity
borrower income,borrower income,Entity
flower delivery,flower delivery,Entity
shooting schedule,shooting schedule,Entity
unknown person B (HOUSE_OVERSIGHT_027796),unknown person B (HOUSE_OVERSIGHT_027796),Entity
campaign disarray and political fundraising,campaign disarray and political fundraising,Entity
unknown person B (HOUSE_OVERSIGHT_027812),unknown person B (HOUSE_OVERSIGHT_027812),Entity
unknown person B (HOUSE_OVERSIGHT_027838),unknown person B (HOUSE_OVERSIGHT_027838),Entity
unknown person C (HOUSE_OVERSIGHT_027838),unknown person C (HOUSE_OVERSIGHT_027838),Entity
Ehud Barak,Ehud Barak,Entity
Israeli military,Israeli military,Entity
Shai Agmon,Shai Agmon,Entity
unknown person B (HOUSE_OVERSIGHT_027966),unknown person B (HOUSE_OVERSIGHT_027966),Entity
assault teams,assault teams,Entity
Talik,Talik,Entity
assault operation,assault operation,Entity
military unit members,military unit members,Entity
aircraft at hostage site,aircraft at hostage site,Entity
hijacked aircraft,hijacked aircraft,Entity
airfield runway,airfield runway,Entity
apartment buildings in Beirut,apartment buildings in Beirut,Entity
SEAL pilots and attack teams,SEAL pilots and attack teams,Entity
team leaders and offshore command post,team leaders and offshore command post,Entity
DFLP militant target,DFLP militant target,Entity
Beirut police officer,Beirut police officer,Entity
Mookie,Mookie,Entity
unknown person B (HOUSE_OVERSIGHT_027989),unknown person B (HOUSE_OVERSIGHT_027989),Entity
Amiram,Amiram,Entity
targeted apartment building,targeted apartment building,Entity
Arens,Arens,Entity
Kav 300 bus,Kav 300 bus,Entity
bus hijacking incident,bus hijacking incident,Entity
military command post,military command post,Entity
minibus carrying Palestinians,minibus carrying Palestinians,Entity
non-lethal crowd control methods,non-lethal crowd control methods,Entity
research and development engineers,research and development engineers,Entity
military attach??s and law enforcement agencies,military attach??s and law enforcement agencies,Entity
Hezbollah,Hezbollah,Entity
Yitzhak Rabin,Yitzhak Rabin,Entity
Clinton Administration,Clinton Administration,Entity
Amnon Lipkin,Amnon Lipkin,Entity
Nahshon Wachsman,Nahshon Wachsman,Entity
national politics,national politics,Entity
Bibi's government,Bibi's government,Entity
Brett Kavanaugh,Brett Kavanaugh,Entity
Richard Liu,Richard Liu,Entity
unknown person B (HOUSE_OVERSIGHT_028487) (HOUSE_OVERSIGHT_028487),unknown person B (HOUSE_OVERSIGHT_028487) (HOUSE_OVERSIGHT_028487),Entity
unknown person B (HOUSE_OVERSIGHT_028507) (HOUSE_OVERSIGHT_028507),unknown person B (HOUSE_OVERSIGHT_028507) (HOUSE_OVERSIGHT_028507),Entity
hospital emergency room and IV charges,hospital emergency room and IV charges,Entity
Chokri Belaid,Chokri Belaid,Entity
Askariya shrine in Samarra,Askariya shrine in Samarra,Entity
Seminar-POWER,Seminar-POWER,Entity
David Rodgers,David Rodgers,Entity
Flight Star Maintenance,Flight Star Maintenance,Entity
Hillary Clinton and her husband,Hillary Clinton and her husband,Entity
a prince,a prince,Entity
a former president,a former president,Entity
100-acre island,100-acre island,Entity
academic publishing and institutional design,academic publishing and institutional design,Entity
academic research promotion system,academic research promotion system,Entity
academic publishing and peer review,academic publishing and peer review,Entity
capitalism and ethical frameworks,capitalism and ethical frameworks,Entity
state-sponsored capitalism in China and Russia,state-sponsored capitalism in China and Russia,Entity
Ayn Rand/Objectivist libertarian capitalism,Ayn Rand/Objectivist libertarian capitalism,Entity
exploitative capitalism to younger generations,exploitative capitalism to younger generations,Entity
ISIS using capitalist tools,ISIS using capitalist tools,Entity
secularization of Western culture among millennials,secularization of Western culture among millennials,Entity
jihadist Islamic fascism,jihadist Islamic fascism,Entity
ISIS (Islamic State of Syria and the Levant),ISIS (Islamic State of Syria and the Levant),Entity
jihadist conflict to sub-Saharan Africa,jihadist conflict to sub-Saharan Africa,Entity
partnership against jihadist threat,partnership against jihadist threat,Entity
Christian capitalists and wealth distribution,Christian capitalists and wealth distribution,Entity
capitalism variants and tea party movement,capitalism variants and tea party movement,Entity
Breitbart News,Breitbart News,Entity
anti-abortion and traditional marriage movements,anti-abortion and traditional marriage movements,Entity
13 episodes of Radical Breakthroughs series,13 episodes of Radical Breakthroughs series,Entity
discussion meeting,discussion meeting,Entity
CNN International,CNN International,Entity
political figure regarding trade and taxation,political figure regarding trade and taxation,Entity
"Prince Andrew, Alan Dershowitz","Prince Andrew, Alan Dershowitz",Entity
U.S. District Court for the Southern District of New York,U.S. District Court for the Southern District of New York,Entity
institutional reform in academia and political economy,institutional reform in academia and political economy,Entity
academic peer review and journal publication system,academic peer review and journal publication system,Entity
academic information aggregation and evaluation,academic information aggregation and evaluation,Entity
unknown person B (HOUSE_OVERSIGHT_029306),unknown person B (HOUSE_OVERSIGHT_029306),Entity
estate,estate,Entity
2009 tax return,2009 tax return,Entity
Jeffrey E.,Jeffrey E.,Entity
Kim Jong Un and Xi Jinping,Kim Jong Un and Xi Jinping,Entity
communication recipients,communication recipients,Entity
Lisa New,Lisa New,Entity
unknown person B (HOUSE_OVERSIGHT_029581) (HOUSE_OVERSIGHT_029581),unknown person B (HOUSE_OVERSIGHT_029581) (HOUSE_OVERSIGHT_029581),Entity
xitrans BVI corporation,xitrans BVI corporation,Entity
unknown person B (HOUSE_OVERSIGHT_029604) (HOUSE_OVERSIGHT_029604),unknown person B (HOUSE_OVERSIGHT_029604) (HOUSE_OVERSIGHT_029604),Entity
rationalism and higher meaning,rationalism and higher meaning,Entity
Immanuel Kant,Immanuel Kant,Entity
listening to music and writing ideas,listening to music and writing ideas,Entity
intellectual framework combining reason and creativity,intellectual framework combining reason and creativity,Entity
Joern Utzon,Joern Utzon,Entity
liberal internationalism in foreign policy,liberal internationalism in foreign policy,Entity
the rise of China,the rise of China,Entity
native title,native title,Entity
Mexico,Mexico,Entity
China,China,Entity
billionaire with predatory behavior toward young women,billionaire with predatory behavior toward young women,Entity
Dr Frog,Dr Frog,Entity
Trump campaign to Kasich Advisory Committee,Trump campaign to Kasich Advisory Committee,Entity
Fred and Joe,Fred and Joe,Entity
Gwendolyn Beck,Gwendolyn Beck,Entity
St. Thomas,St. Thomas,Entity
St. Jeff,St. Jeff,Entity
Jeb Bush,Jeb Bush,Entity
Manager of Senior Health at Virginia Hospital Center/Mayo Clinic,Manager of Senior Health at Virginia Hospital Center/Mayo Clinic,Entity
Trump administration,Trump administration,Entity
Fred and Mort,Fred and Mort,Entity
Google Alerts,Google Alerts,Entity
Sidi Bouzid,Sidi Bouzid,Entity
legal case verdict,legal case verdict,Entity
Dubai International Airport,Dubai International Airport,Entity
Los Angeles Times article regarding Emirates NBD verdict,Los Angeles Times article regarding Emirates NBD verdict,Entity
U.S. Presidents and cabinet members,U.S. Presidents and cabinet members,Entity
presidential senior staff employment sectors,presidential senior staff employment sectors,Entity
"United States, England, Canada","United States, England, Canada",Entity
Lieutenant General Michael T. Flynn,Lieutenant General Michael T. Flynn,Entity
September 11 terrorist attacks,September 11 terrorist attacks,Entity
hair donation to charity,hair donation to charity,Entity
negative_outcome_contemplation_patterns,negative_outcome_contemplation_patterns,Entity
discovery motions and civil litigation,discovery motions and civil litigation,Entity
Lefcourt family,Lefcourt family,Entity
unknown person B (HOUSE_OVERSIGHT_030324) (HOUSE_OVERSIGHT_030324),unknown person B (HOUSE_OVERSIGHT_030324) (HOUSE_OVERSIGHT_030324),Entity
Jes Staley,Jes Staley,Entity
David Pegg,David Pegg,Entity
Leslie H. Wexner,Leslie H. Wexner,Entity
Kevin Spacey,Kevin Spacey,Entity
Clinton philanthropic causes,Clinton philanthropic causes,Entity
Martin G. Weinberg,Martin G. Weinberg,Entity
Financial Times,Financial Times,Entity
television interview,television interview,Entity
Kate Kelly,Kate Kelly,Entity
Boris Nikolic,Boris Nikolic,Entity
unknown person B (HOUSE_OVERSIGHT_030506) (HOUSE_OVERSIGHT_030506),unknown person B (HOUSE_OVERSIGHT_030506) (HOUSE_OVERSIGHT_030506),Entity
unknown person B (HOUSE_OVERSIGHT_030507) (HOUSE_OVERSIGHT_030507),unknown person B (HOUSE_OVERSIGHT_030507) (HOUSE_OVERSIGHT_030507),Entity
political campaigns,political campaigns,Entity
Syrian conflict and regional impact,Syrian conflict and regional impact,Entity
U.S. military intervention approach,U.S. military intervention approach,Entity
political dialogue and negotiated settlement,political dialogue and negotiated settlement,Entity
Louis J. Freeh,Louis J. Freeh,Entity
Virus Database,Virus Database,Entity
government corruption and Federal Reserve policies,government corruption and Federal Reserve policies,Entity
Lisa Bloom,Lisa Bloom,Entity
Los Angeles press conference,Los Angeles press conference,Entity
Santa Monica Police Department,Santa Monica Police Department,Entity
police officer,police officer,Entity
Santa Monica police officer,Santa Monica police officer,Entity
Baywatch and General Hospital,Baywatch and General Hospital,Entity
Katie Johnson,Katie Johnson,Entity
unnamed faculty member,unnamed faculty member,Entity
unnamed person,unnamed person,Entity
blog,blog,Entity
Arizona State University,Arizona State University,Entity
Australian National University,Australian National University,Entity
New College of the Humanities,New College of the Humanities,Entity
unnamed subject,unnamed subject,Entity
selfie photograph,selfie photograph,Entity
Arizona State University; Australian National University; New College of the Humanities,Arizona State University; Australian National University; New College of the Humanities,Entity
faculty member,faculty member,Entity
unknown person B (HOUSE_OVERSIGHT_031272),unknown person B (HOUSE_OVERSIGHT_031272),Entity
unknown person D (HOUSE_OVERSIGHT_031275),unknown person D (HOUSE_OVERSIGHT_031275),Entity
unknown person B (HOUSE_OVERSIGHT_031275),unknown person B (HOUSE_OVERSIGHT_031275),Entity
unknown person E (HOUSE_OVERSIGHT_031275),unknown person E (HOUSE_OVERSIGHT_031275),Entity
Origins Project at ASU,Origins Project at ASU,Entity
Ramsey Elkholy,Ramsey Elkholy,Entity
unknown person B (HOUSE_OVERSIGHT_031332) (HOUSE_OVERSIGHT_031332),unknown person B (HOUSE_OVERSIGHT_031332) (HOUSE_OVERSIGHT_031332),Entity
conspiracy involving Dominique Strauss-Kahn arrest and Fort Knox gold,conspiracy involving Dominique Strauss-Kahn arrest and Fort Knox gold,Entity
Dominique Strauss-Kahn,Dominique Strauss-Kahn,Entity
Sam Ukwuachu,Sam Ukwuachu,Entity
Baylor University,Baylor University,Entity
ESPN Outside the Lines,ESPN Outside the Lines,Entity
Art Briles,Art Briles,Entity
Peggy Siegal,Peggy Siegal,Entity
Mark Green,Mark Green,Entity
US foreign policy in Middle East,US foreign policy in Middle East,Entity
weapons contracts and military deals,weapons contracts and military deals,Entity
service of process and case participants,service of process and case participants,Entity
Ghislaine Maxwell and Leslie Wexner regarding service,Ghislaine Maxwell and Leslie Wexner regarding service,Entity
Congressional hearing on domestic radicalization,Congressional hearing on domestic radicalization,Entity
hearing on August 20,hearing on August 20,Entity
Dr. Rishard,Dr. Rishard,Entity
Jane Doe case (HOUSE_OVERSIGHT_031791),Jane Doe case (HOUSE_OVERSIGHT_031791),Entity
United Kingdom and Ireland,United Kingdom and Ireland,Entity
world leaders,world leaders,Entity
Trump inaugural committee subpoena,Trump inaugural committee subpoena,Entity
Maca Bana resort,Maca Bana resort,Entity
Round Hill,Round Hill,Entity
Nili Priell Barak,Nili Priell Barak,Entity
Trump's travel to London,Trump's travel to London,Entity
lawkrauss,lawkrauss,Entity
Peggy,Peggy,Entity
Hillary Rodham Clinton,Hillary Rodham Clinton,Entity
3 million tweets about 2016 presidential candidates,3 million tweets about 2016 presidential candidates,Entity
New York,New York,Entity
California,California,Entity
Texas,Texas,Entity
North Carolina,North Carolina,Entity
Desiree Washington,Desiree Washington,Entity
Ohio,Ohio,Entity
New Jersey,New Jersey,Entity
Michigan,Michigan,Entity
Pennsylvania,Pennsylvania,Entity
Iowa,Iowa,Entity
Wisconsin,Wisconsin,Entity
Nevada,Nevada,Entity
Christian,Christian,Entity
Martin,Martin,Entity
unknown person B (HOUSE_OVERSIGHT_032581),unknown person B (HOUSE_OVERSIGHT_032581),Entity
Futurism magazine,Futurism magazine,Entity
Kofi Rashid,Kofi Rashid,Entity
Ken Starr hiring,Ken Starr hiring,Entity
Geneva,Geneva,Entity
Jeffrey Epstein's residence,Jeffrey Epstein's residence,Entity
American Tower Company,American Tower Company,Entity
Landon Thomas Jr.,Landon Thomas Jr.,Entity
Sean J. Lancaster,Sean J. Lancaster,Entity
Sean,Sean,Entity
Robert Lynch,Robert Lynch,Entity
Ivanka Trump,Ivanka Trump,Entity
Bill Palmer,Bill Palmer,Entity
Paul Krassner,Paul Krassner,Entity
Bank of America Merrill Lynch,Bank of America Merrill Lynch,Entity
Farm Credit Bank,Farm Credit Bank,Entity
David Boies,David Boies,Entity
unknown person B (HOUSE_OVERSIGHT_033434),unknown person B (HOUSE_OVERSIGHT_033434),Entity
"Little, Brown","Little, Brown",Entity
Chief Pilot,Chief Pilot,Entity
JEGE Inc.,JEGE Inc.,Entity
sexual activity with Mr. Epstein,sexual activity with Mr. Epstein,Entity
charitable causes,charitable causes,Entity
Ivory Coast,Ivory Coast,Entity
sexual service provider,sexual service provider,Entity
Al Seckel,Al Seckel,Entity
masseuse position,masseuse position,Entity
unknown person B (TEXT-001-HOUSE_OVERSIGHT_022766),unknown person B (TEXT-001-HOUSE_OVERSIGHT_022766),Entity
media and investigative attention,media and investigative attention,Entity
Epstein's public association and media scandal,Epstein's public association and media scandal,Entity
Jeffrey Epstein's supervisory presence,Jeffrey Epstein's supervisory presence,Entity
no complaints from women and lack of sexual activity,no complaints from women and lack of sexual activity,Entity
David Weinstein,David Weinstein,Entity
Andrew Friendly,Andrew Friendly,Entity
unknown person B (TEXT-001-HOUSE_OVERSIGHT_027141),unknown person B (TEXT-001-HOUSE_OVERSIGHT_027141),Entity
Shlomo Gazit,Shlomo Gazit,Entity
ISIS,ISIS,Entity
Palestinian Authority,Palestinian Authority,Entity
Saudi Arabia and Gulf States,Saudi Arabia and Gulf States,Entity
European nations,European nations,Entity
United States Congress and Administration,United States Congress and Administration,Entity
"Presidents Obama, Bush, and Clinton","Presidents Obama, Bush, and Clinton",Entity
John Kasich,John Kasich,Entity
Beck Center for Longevity & Successful Aging,Beck Center for Longevity & Successful Aging,Entity
unknown person B (TEXT-001-HOUSE_OVERSIGHT_029959),unknown person B (TEXT-001-HOUSE_OVERSIGHT_029959),Entity
unknown person B (TEXT-001-HOUSE_OVERSIGHT_030199),unknown person B (TEXT-001-HOUSE_OVERSIGHT_030199),Entity
legal proceedings,legal proceedings,Entity
unknown person B (TEXT-001-HOUSE_OVERSIGHT_031332),unknown person B (TEXT-001-HOUSE_OVERSIGHT_031332),Entity
Russian oligarch,Russian oligarch,Entity
Town of Palm Beach,Town of Palm Beach,Entity
Mohammed bin Salman,Mohammed bin Salman,Entity
John Connolly,John Connolly,Entity
Larry Visoski,Larry Visoski,Entity
Suzanne Johnson,Suzanne Johnson,Entity
Woody Johnson,Woody Johnson,Entity
unknown person B (HOUSE_OVERSIGHT_026521) (HOUSE_OVERSIGHT_026521),unknown person B (HOUSE_OVERSIGHT_026521) (HOUSE_OVERSIGHT_026521),Entity
Judge Aldrich,Judge Aldrich,Entity
Alfonso Rodriguez,Alfonso Rodriguez,Entity
Abigail Wexner,Abigail Wexner,Entity
Ahmed Qorei,Ahmed Qorei,Entity
Al Franken,Al Franken,Entity
Alan Rusbridger,Alan Rusbridger,Entity
Albert Ho,Albert Ho,Entity
Alex Acosta,Alex Acosta,Entity
Amanda Ens,Amanda Ens,Entity
Amitai Nachmani,Amitai Nachmani,Entity
Andrei Lugovoy,Andrei Lugovoy,Entity
Andrew Breitbart,Andrew Breitbart,Entity
Andy,Andy,Entity
Angela Davis,Angela Davis,Entity
Anthony Scaramucci,Anthony Scaramucci,Entity
Antonin Scalia,Antonin Scalia,Entity
Ariane de Rothschild,Ariane de Rothschild,Entity
Ariel Sharon,Ariel Sharon,Entity
Avraham,Avraham,Entity
Avraham Arnan,Avraham Arnan,Entity
Avraham Ramon,Avraham Ramon,Entity
Baddura,Baddura,Entity
Barack Obama,Barack Obama,Entity
Barton Gellman,Barton Gellman,Entity
Bashar Masri,Bashar Masri,Entity
Bette Midler,Bette Midler,Entity
Bill Siegel,Bill Siegel,Entity
Bob,Bob,Entity
Bruce Cohen,Bruce Cohen,Entity
Buckingham Palace,Buckingham Palace,Entity
C.H. Tung,C.H. Tung,Entity
Casey Affleck,Casey Affleck,Entity
Cathy,Cathy,Entity
Charney,Charney,Entity
Chief of Staff,Chief of Staff,Entity
Chris Joffe,Chris Joffe,Entity
Chris Walton,Chris Walton,Entity
Christina Galbraith,Christina Galbraith,Entity
Dado,Dado,Entity
Daliah Weiss,Daliah Weiss,Entity
Dan Shomron,Dan Shomron,Entity
Daniel Dennett,Daniel Dennett,Entity
Daniel Siad,Daniel Siad,Entity
Danny Hillis,Danny Hillis,Entity
Danny Yatom,Danny Yatom,Entity
David,David,Entity
David Asch,David Asch,Entity
David Elazar,David Elazar,Entity
David Icke,David Icke,Entity
David L. Bazelon,David L. Bazelon,Entity
David Schoen,David Schoen,Entity
